Cluster_ID,Cluster_Description,SNOMED_code,SNOMED_code_description
EXERASS_COD,Exercise level assessment codes,14468000,Sports activity (observable entity)
EXERASS_COD,Exercise level assessment codes,160628002,Exercise grading (finding)
EXERASS_COD,Exercise level assessment codes,160629005,Exercise physically impossible (finding)
EXERASS_COD,Exercise level assessment codes,160630000,Avoids even trivial exercise (finding)
EXERASS_COD,Exercise level assessment codes,160631001,Enjoys light exercise (finding)
EXERASS_COD,Exercise level assessment codes,160632008,Enjoys moderate exercise (finding)
EXERASS_COD,Exercise level assessment codes,160633003,Enjoys heavy exercise (finding)
EXERASS_COD,Exercise level assessment codes,160636006,Aerobic exercise zero times a week (finding)
EXERASS_COD,Exercise level assessment codes,160637002,Aerobic exercise once a week (finding)
EXERASS_COD,Exercise level assessment codes,160638007,Aerobic exercise twice a week (finding)
EXERASS_COD,Exercise level assessment codes,160639004,Aerobic exercise three or more times per week (finding)
EXERASS_COD,Exercise level assessment codes,160640002,Anaerobic exercise zero times a week (finding)
EXERASS_COD,Exercise level assessment codes,160641003,Anaerobic exercise once a week (finding)
EXERASS_COD,Exercise level assessment codes,160642005,Anaerobic exercise twice a week (finding)
EXERASS_COD,Exercise level assessment codes,160643000,Anaerobic exercise three or more times per week (finding)
EXERASS_COD,Exercise level assessment codes,160644006,Attends exercise classes (finding)
EXERASS_COD,Exercise level assessment codes,160645007,Enjoys intermediate exercise (finding)
EXERASS_COD,Exercise level assessment codes,160652009,Takes inadequate exercise (finding)
EXERASS_COD,Exercise level assessment codes,225924002,Sustained exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,225925001,Regular exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,228445002,Gets no exercise (finding)
EXERASS_COD,Exercise level assessment codes,228446001,Gets little exercise (finding)
EXERASS_COD,Exercise level assessment codes,228448000,Exercises regularly (finding)
EXERASS_COD,Exercise level assessment codes,228449008,Frequency of exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,252130009,Total exercise time (observable entity)
EXERASS_COD,Exercise level assessment codes,256235009,Exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,266930008,Exercise history (observable entity)
EXERASS_COD,Exercise level assessment codes,35360009,Isometric physical exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,365981000000101,30 minutes a day of at least moderate intensity physical activity on five or more days of the week (finding)
EXERASS_COD,Exercise level assessment codes,366061000000101,Less than 30 minutes a day of at least moderate intensity physical activity on five or more days of the week (finding)
EXERASS_COD,Exercise level assessment codes,366121000000108,General practice physical activity questionnaire physical activity index: inactive (finding)
EXERASS_COD,Exercise level assessment codes,366171000000107,General practice physical activity questionnaire physical activity index: moderately inactive (finding)
EXERASS_COD,Exercise level assessment codes,366211000000105,General practice physical activity questionnaire physical activity index: moderately active (finding)
EXERASS_COD,Exercise level assessment codes,366241000000106,General practice physical activity questionnaire physical activity index: active (finding)
EXERASS_COD,Exercise level assessment codes,40979000,Lack of exercise (finding)
EXERASS_COD,Exercise level assessment codes,413161009,Exercise assessment completed (finding)
EXERASS_COD,Exercise level assessment codes,413300002,Exercise below recommended level (finding)
EXERASS_COD,Exercise level assessment codes,413460004,Aerobic exercise five times a week (finding)
EXERASS_COD,Exercise level assessment codes,413461000,Aerobic exercise four times a week (finding)
EXERASS_COD,Exercise level assessment codes,413462007,Aerobic exercise three times a week (finding)
EXERASS_COD,Exercise level assessment codes,424805008,Exercise above recommended level (finding)
EXERASS_COD,Exercise level assessment codes,445793001,Assessment using obligatory exercise questionnaire (procedure)
EXERASS_COD,Exercise level assessment codes,446329001,Obligatory exercise questionnaire score (observable entity)
EXERASS_COD,Exercise level assessment codes,4751000,Leisure physical activity (observable entity)
EXERASS_COD,Exercise level assessment codes,61686008,Physical exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,68130003,Physical activity (observable entity)
EXERASS_COD,Exercise level assessment codes,704662005,Noncompliance with exercise regimen (finding)
EXERASS_COD,Exercise level assessment codes,705021008,Difficulty managing exercise regime (finding)
EXERASS_COD,Exercise level assessment codes,710849009,Assessment of exercise behavior (procedure)
EXERASS_COD,Exercise level assessment codes,7934008,Passive physical exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,859981000000107,Level of physical activity (observable entity)
EXERASS_COD,Exercise level assessment codes,86047003,Active physical exercise (observable entity)
EXERASS_COD,Exercise level assessment codes,889831000000106,Scottish Physical Activity Screening Questions score (observable entity)
EXERASS_COD,Exercise level assessment codes,963051000000100,At least 150 minutes of moderate intensity physical activity per week (finding)
EXERASS_COD,Exercise level assessment codes,963071000000109,Less than 150 minutes of moderate intensity physical activity per week (finding)
EXERASSDEC_COD,Codes indicating patient has chosen not to have an exercise assessment,1024751000000104,Patient Activation Measure assessment declined (situation)
EXERASSDEC_COD,Codes indicating patient has chosen not to have an exercise assessment,354771000000106,Exercise assessment declined (situation)
GLUC_COD,Glucose test recording codes,1003121000000103,180 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003131000000101,Serum fasting glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003141000000105,Plasma fasting glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003691000000108,30 minute blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003701000000108,60 minute blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003711000000105,90 minute blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003721000000104,120 minute blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1003731000000102,150 minute blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1005711000000106,Glucose tolerance test (observable entity)
GLUC_COD,Glucose test recording codes,1010611000000107,Serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010621000000101,30 minute serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010631000000104,60 minute serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010641000000108,90 minute serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010651000000106,120 minute serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010661000000109,150 minute serum glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010671000000102,Plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010681000000100,30 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010691000000103,60 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010701000000103,90 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1010711000000101,120 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1012661000000105,150 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1028881000000105,Serum random glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1028891000000107,Serum 2 hours post-prandial glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1028901000000108,Plasma 2 hours post-prandial glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1030551000000103,2 hour post-prandial blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1031331000000106,Plasma random glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1045471000000104,210 minute plasma glucose concentration (observable entity)
GLUC_COD,Glucose test recording codes,1083781000000102,Post-prandial blood glucose concentration (observable entity)
GLUC_COD,Glucose test recording codes,1089381000000101,Random blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,1107451000000100,Substance concentration of glucose in serum (observable entity)
GLUC_COD,Glucose test recording codes,1110521000000108,Substance concentration of glucose in plasma (observable entity)
GLUC_COD,Glucose test recording codes,372731000119106,Glucose in blood one hour after glucose dose in pregnancy (observable entity)
GLUC_COD,Glucose test recording codes,56861000237104,Arbitrary concentration of glucose in blood (observable entity)
GLUC_COD,Glucose test recording codes,56991000237104,Substance concentration of glucose in blood (observable entity)
GLUC_COD,Glucose test recording codes,571000237106,Fasting substance concentration of glucose in serum (observable entity)
GLUC_COD,Glucose test recording codes,58111000237107,Fasting substance concentration of glucose in plasma (observable entity)
GLUC_COD,Glucose test recording codes,928041000000101,Baseline blood glucose concentration (observable entity)
GLUC_COD,Glucose test recording codes,994411000000106,Blood glucose series (observable entity)
GLUC_COD,Glucose test recording codes,996311000000105,Extended glucose tolerance test (observable entity)
GLUC_COD,Glucose test recording codes,997671000000106,Blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,997681000000108,Fasting blood glucose level (observable entity)
GLUC_COD,Glucose test recording codes,998281000000106,240 minute plasma glucose level (observable entity)
GLUC_COD,Glucose test recording codes,998291000000108,300 minute plasma glucose level (observable entity)
GLUCDEC_COD,Codes indicating the patient has chosen not to receive a blood glucose test,698473004,Blood glucose test declined (situation)
ILLSUB_COD,Illicit substance abuse codes,10327003,Cocaine-induced mood disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,1047881000000106,Opioid analgesic dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,105546006,Occasional drug abuser (finding)
ILLSUB_COD,Illicit substance abuse codes,105549004,Abuses volatile solvents (finding)
ILLSUB_COD,Illicit substance abuse codes,105550004,Misused volatile solvents in past (finding)
ILLSUB_COD,Illicit substance abuse codes,10755161000119102,Drug dependence in childbirth (disorder)
ILLSUB_COD,Illicit substance abuse codes,1081000119105,"Opioid dependence, on agonist therapy (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1087481000000103,Late onset cocaine-induced psychosis (disorder)
ILLSUB_COD,Illicit substance abuse codes,1087491000000101,Late onset lysergic acid diethylamide-induced psychosis (disorder)
ILLSUB_COD,Illicit substance abuse codes,1087501000000107,Late onset cannabinoid-induced psychosis (disorder)
ILLSUB_COD,Illicit substance abuse codes,1087511000000109,Late onset amphetamine-induced psychosis (disorder)
ILLSUB_COD,Illicit substance abuse codes,11048011000119103,Cannabis hyperemesis syndrome co-occurrent and due to cannabis dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1104931000000109,Nitrous oxide misuse (finding)
ILLSUB_COD,Illicit substance abuse codes,11061003,Psychoactive substance use disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,111480006,Psychoactive substance-induced organic dementia (disorder)
ILLSUB_COD,Illicit substance abuse codes,11387009,Organic mental disorder caused by psychoactive substance (disorder)
ILLSUB_COD,Illicit substance abuse codes,1142050005,Uncomplicated opioid withdrawal (disorder)
ILLSUB_COD,Illicit substance abuse codes,1149239002,Overdose of lysergic acid diethylamide (disorder)
ILLSUB_COD,Illicit substance abuse codes,1149240000,Accidental overdose by lysergic acid diethylamide (disorder)
ILLSUB_COD,Illicit substance abuse codes,1149241001,Intentional overdose by lysergic acid diethylamide (disorder)
ILLSUB_COD,Illicit substance abuse codes,1155772001,Intoxication caused by central stimulant (disorder)
ILLSUB_COD,Illicit substance abuse codes,1157240004,Amfetamine and/or amfetamine derivative intoxication (disorder)
ILLSUB_COD,Illicit substance abuse codes,1187205008,Organic mental disorder caused by sedative (disorder)
ILLSUB_COD,Illicit substance abuse codes,1187219008,Disorder caused by psychoactive substance (disorder)
ILLSUB_COD,Illicit substance abuse codes,1187220002,Disorder caused by cocaine (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230071005,"Amfetamine and/or amfetamine derivative abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230072003,"Amfetamine and/or amfetamine derivative abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230078004,Nondependent anxiolytic abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230079007,Nondependent hypnotic abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230082002,Nondependent psychostimulant abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230083007,Nondependent amfetamine and/or amfetamine derivative abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230084001,"Nondependent psychostimulant abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230085000,"Nondependent amfetamine and/or amfetamine derivative abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230086004,"Nondependent psychostimulant abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230087008,"Nondependent amfetamine and/or amfetamine derivative abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1230088003,Nondependent amfetamine and/or amfetamine derivative abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230089006,Nondependent psychostimulant abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,1230266009,Amfetamine and/or amfetamine derivative abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231158003,Hypnotic dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231159006,Anxiolytic dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231160001,"Hypnotic dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1231161002,"Anxiolytic dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1231162009,"Hypnotic dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1231163004,"Anxiolytic dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1231319004,Methylenedioxymethamphetamine dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231325000,Amfetamine and/or amfetamine derivative dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231327008,Amfetamine and/or amfetamine derivative dependence episodic (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231328003,Amfetamine and/or amfetamine derivative dependence continuous (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231331002,Psychostimulant dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231333004,Psychostimulant dependence episodic (disorder)
ILLSUB_COD,Illicit substance abuse codes,1231336007,Psychostimulant dependence continuous (disorder)
ILLSUB_COD,Illicit substance abuse codes,1237200003,Buprenorphine and/or naloxone withdrawal syndrome (disorder)
ILLSUB_COD,Illicit substance abuse codes,1237201004,Naloxone dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1237202006,Amfetamine and/or amfetamine derivative withdrawal syndrome (disorder)
ILLSUB_COD,Illicit substance abuse codes,12398201000119102,Anxiety disorder caused by methamphetamine (disorder)
ILLSUB_COD,Illicit substance abuse codes,12398281000119105,Methamphetamine withdrawal syndrome (disorder)
ILLSUB_COD,Illicit substance abuse codes,12398321000119100,Mood disorder caused by methamphetamine (disorder)
ILLSUB_COD,Illicit substance abuse codes,12398361000119105,Mental disorder caused by methamphetamine (disorder)
ILLSUB_COD,Illicit substance abuse codes,12398571000119105,Methamphetamine intoxication (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254782007,Dabbing (event)
ILLSUB_COD,Illicit substance abuse codes,1254812006,Substance dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254959003,Monitoring substance withdrawal (regime/therapy)
ILLSUB_COD,Illicit substance abuse codes,1254960008,Seizure co-occurrent and due to substance withdrawal (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254973007,Substance dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254974001,"Substance dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1254975000,"Substance dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1254981008,"Substance dependence during pregnancy, childbirth and/or puerperium (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1254985004,Substance dependence during pregnancy - baby delivered (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254986003,Substance dependence during pregnancy - baby not yet delivered (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254987007,Substance dependence in childbirth (disorder)
ILLSUB_COD,Illicit substance abuse codes,1254991002,Pregnancy and substance dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1255012001,"Combined substance dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255013006,Combined opioid with non-opioid substance dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,1255014000,"Combined substance dependence, excluding opioids (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255015004,"Combined opioid with non-opioid substance dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255016003,"Combined substance dependence, excluding opioid, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255017007,"Combined substance dependence, excluding opioid, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255018002,"Combined opioid with non-opioid substance dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1255019005,Combined opioid with non-opioid substance dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,1255020004,"Combined substance dependence, excluding opioid, in remission (disorder)"
ILLSUB_COD,Illicit substance abuse codes,1264554000,Signs of opioid withdrawal on naloxone challenge test (finding)
ILLSUB_COD,Illicit substance abuse codes,1268383007,Methylenedioxymethamphetamine user (finding)
ILLSUB_COD,Illicit substance abuse codes,1268384001,Nitrous oxide user (finding)
ILLSUB_COD,Illicit substance abuse codes,1364721000000101,Date stopped drug misuse (observable entity)
ILLSUB_COD,Illicit substance abuse codes,1383008,Hallucinogen mood disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,145101000119102,Intravenous cocaine abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,145121000119106,Intravenous nondependent opioid abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,1461000119109,Drug dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,14784000,Organic mental disorder caused by opioid (disorder)
ILLSUB_COD,Illicit substance abuse codes,15277004,Hallucinogen-induced anxiety disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,153491000119103,"Drug dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,153501000119105,"Drug dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,16076691000119100,Episodic polysubstance dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,16236661000119100,Delirium due to methamphetamine intoxication (disorder)
ILLSUB_COD,Illicit substance abuse codes,16238181000119101,Depressive disorder caused by amphetamine (disorder)
ILLSUB_COD,Illicit substance abuse codes,16238221000119109,Depressive disorder caused by methamphetamine (disorder)
ILLSUB_COD,Illicit substance abuse codes,18689007,Inhalant intoxication delirium (disorder)
ILLSUB_COD,Illicit substance abuse codes,191816009,Drug dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191819002,Continuous opioid dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191820008,Episodic opioid dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191821007,Opioid dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191825003,"Hypnotic or anxiolytic dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191826002,"Hypnotic or anxiolytic dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191827006,Hypnotic or anxiolytic dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191829009,Cocaine type drug dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191831000,"Cocaine dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191832007,"Cocaine dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191833002,Cocaine dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191837001,"Cannabis dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191838006,"Cannabis dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191839003,Cannabis dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191843004,"Amphetamine or psychostimulant dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191844005,"Amphetamine or psychostimulant dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191845006,Amphetamine or psychostimulant dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191849000,"Hallucinogen dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191850000,"Hallucinogen dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191851001,Hallucinogen dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191853003,Glue sniffing dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191855005,"Glue sniffing dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191856006,"Glue sniffing dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191857002,Glue sniffing dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191865004,Combined opioid with non-opioid drug dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191867007,"Combined opioid with non-opioid drug dependence, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191868002,"Combined opioid with non-opioid drug dependence, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191869005,Combined opioid with non-opioid drug dependence in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191871005,"Combined drug dependence, excluding opioids (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191873008,"Combined drug dependence, excluding opioid, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191874002,"Combined drug dependence, excluding opioid, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191875001,"Combined drug dependence, excluding opioid, in remission (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191877009,Ecstasy type drug dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,191905001,"Nondependent hypnotic or anxiolytic abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191906000,"Nondependent hypnotic or anxiolytic abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191907009,Nondependent hypnotic or anxiolytic abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191916008,Nondependent cocaine abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,191918009,"Nondependent cocaine abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191919001,"Nondependent cocaine abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191920007,Nondependent cocaine abuse in remission (disorder)
ILLSUB_COD,Illicit substance abuse codes,191924003,"Nondependent amphetamine or psychostimulant abuse, continuous (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191925002,"Nondependent amphetamine or psychostimulant abuse, episodic (disorder)"
ILLSUB_COD,Illicit substance abuse codes,191939002,Misuse of prescription only drugs (finding)
ILLSUB_COD,Illicit substance abuse codes,19445006,Opioid-induced psychotic disorder with hallucinations (disorder)
ILLSUB_COD,Illicit substance abuse codes,197541000000101,Occasional drug user (finding)
ILLSUB_COD,Illicit substance abuse codes,199252002,Drug dependence during pregnancy - baby delivered (disorder)
ILLSUB_COD,Illicit substance abuse codes,199253007,Drug dependence in the puerperium - baby delivered (disorder)
ILLSUB_COD,Illicit substance abuse codes,199254001,Drug dependence during pregnancy - baby not yet delivered (disorder)
ILLSUB_COD,Illicit substance abuse codes,199255000,Drug dependence in the puerperium - baby delivered during previous episode of care (disorder)
ILLSUB_COD,Illicit substance abuse codes,202961000000106,Ecstasy misuse (finding)
ILLSUB_COD,Illicit substance abuse codes,202991000000100,Heroin misuse (finding)
ILLSUB_COD,Illicit substance abuse codes,20385005,Psychotic disorder with delusions caused by opioid (disorder)
ILLSUB_COD,Illicit substance abuse codes,204641000000107,Episodic nondependent crack cocaine abuse (disorder)
ILLSUB_COD,Illicit substance abuse codes,20876004,Inhalant-induced anxiety disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,216463005,Accidental poisoning caused by heroin (disorder)
ILLSUB_COD,Illicit substance abuse codes,216469009,Accidental poisoning caused by opium (disorder)
ILLSUB_COD,Illicit substance abuse codes,21647008,Amphetamine dependence (disorder)
ILLSUB_COD,Illicit substance abuse codes,216551003,Accidental poisoning caused by cannabis derivatives (disorder)
ILLSUB_COD,Illicit substance abuse codes,216552005,"Accidental poisoning by lysergide, LSD (disorder)"
ILLSUB_COD,Illicit substance abuse codes,216554006,Accidental poisoning caused by mescaline (disorder)
ILLSUB_COD,Illicit substance abuse codes,216583009,Accidental poisoning caused by cocaine (disorder)
ILLSUB_COD,Illicit substance abuse codes,21831000119109,Psychotic disorder caused by phencyclidine (disorder)
ILLSUB_COD,Illicit substance abuse codes,21841000119100,Organic mental disorder caused by phencyclidine (disorder)
ILLSUB_COD,Illicit substance abuse codes,22574000,Cocaine-induced sleep disorder (disorder)
ILLSUB_COD,Illicit substance abuse codes,226034001,Injecting drug user (finding)
ILLSUB_COD,Illicit substance abuse codes,228367002,Does not misuse drugs (situation)
ILLSUB_COD,Illicit substance abuse codes,228368007,Has never misused drugs (situation)
ILLSUB_COD,Illicit substance abuse codes,228371004,Long-term drug misuser (finding)
ILLSUB_COD,Illicit substance abuse codes,228372006,Poly-drug misuser (finding)
ILLSUB_COD,Illicit substance abuse codes,228373001,Drug addict (finding)
ILLSUB_COD,Illicit substance abuse codes,228374007,Notified addict (finding)
ILLSUB_COD,Illicit substance abuse codes,228375008,Misuses drugs orally (finding)
ILLSUB_COD,Illicit substance abuse codes,228376009,Inhales drugs (finding)
ILLSUB_COD,Illicit substance abuse codes,228377000,Smokes drugs (finding)
ILLSUB_COD,Illicit substance abuse codes,228378005,Smokes drugs in cigarette form (finding)
ILLSUB_COD,Illicit substance abuse codes,228379002,Smokes drugs through a pipe (finding)
ILLSUB_COD,Illicit substance abuse codes,228381000,Sniffs drugs (finding)
ILLSUB_COD,Illicit substance abuse codes,228382007,Misuses drugs vaginally (finding)
ILLSUB_COD,Illicit substance abuse codes,228383002,Misuses drugs rectally (finding)
ILLSUB_COD,Illicit substance abuse codes,228384008,Misuses drugs sublingually (finding)
ILLSUB_COD,Illicit substance abuse codes,228386005,Injects drugs subcutaneously (finding)
ILLSUB_COD,Illicit substance abuse codes,228387001,Injects drugs intramuscularly (finding)
ILLSUB_COD,Illicit substance abuse codes,228388006,Intravenous drug user (finding)
ILLSUB_COD,Illicit substance abuse codes,228389003,Groin injector (finding)
ILLSUB_COD,Illicit substance abuse codes,228390007,Frequency of drug misuse (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228391006,Drug injection behavior (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228392004,Does not inject drugs (situation)
ILLSUB_COD,Illicit substance abuse codes,228393009,Has never injected drugs (situation)
ILLSUB_COD,Illicit substance abuse codes,228394003,Drug injecting equipment hygiene (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228395002,Shares drug injecting equipment (finding)
ILLSUB_COD,Illicit substance abuse codes,228397005,Shares drug equipment (finding)
ILLSUB_COD,Illicit substance abuse codes,228398000,Frontloading (finding)
ILLSUB_COD,Illicit substance abuse codes,228399008,Shares syringes (finding)
ILLSUB_COD,Illicit substance abuse codes,228400001,Shares needles (finding)
ILLSUB_COD,Illicit substance abuse codes,228401002,Cleaning of drug injection equipment (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228402009,Cleans drug injection equipment (finding)
ILLSUB_COD,Illicit substance abuse codes,228405006,Obtains clean needles (finding)
ILLSUB_COD,Illicit substance abuse codes,228406007,Uses needle exchange scheme (finding)
ILLSUB_COD,Illicit substance abuse codes,228407003,Obtains clean syringes (finding)
ILLSUB_COD,Illicit substance abuse codes,228410005,Uses needle and syringe exchange scheme (finding)
ILLSUB_COD,Illicit substance abuse codes,228411009,Time since stopped drug misuse (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228412002,Total time drugs misused (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228413007,Age at starting drug misuse (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228415000,Priority of drug-related activities (observable entity)
ILLSUB_COD,Illicit substance abuse codes,228417008,Undue priority given to drug-related activities (finding)
ILLSUB_COD,Illicit substance abuse codes,228418003,Drug habit takes priority over social obligations (finding)
